vendor,tool_version,flow_stage,artifact_path,artifact_type,artifact_role,protected_property,provenance_evidence,mapped_threat_ids
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:42:10.0928197Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=66E5F0940B8F374FF65BF5B245E09F975C5CC0CD0BBCFCE15970B326B7DE81A5; mtime=2026-06-12T04:42:17.9054421Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\dynrconf.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=362C6FF37C00EE0EEB3A866848124741F1DD6C917D0FC1509A0E9DB22AFE7B68; mtime=2026-06-12T04:42:11.7652133Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\dynrconf.src",".src","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=BB4A493700C6E3C2F83B071664DE7B7A4CB18EA40F1D618811A77347A233A380; mtime=2026-06-12T04:42:11.7652133Z; size=41","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9C1713BBC331FFB853EEBE252E8323B0C114C3D769470381566444FAB2C87B16; mtime=2026-06-12T04:42:11.7495143Z; size=12467","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=604E4BB0AEE1D8A8B376DB0C8EB83DC7322EDBB4265335D88A389C97356E7A29; mtime=2026-06-12T04:42:11.7652133Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\netlist.atom.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=5560F204C3FB0EF343E2EE23373F355B7AC8A89EAE9333745B0926569754ED2A; mtime=2026-06-12T04:42:11.7652133Z; size=27831","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=49C2B8B08E56E4858277BBD5ED9CCD90CEDF3AF28E1E6495FC3572FDB28C3107; mtime=2026-06-12T04:42:11.7807248Z; size=144","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\physmap.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A9759B4D4AB55844DD5B20522FE50249CB941858AE6A446BC44783565DDB3A1B; mtime=2026-06-12T04:42:11.7652133Z; size=3691","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\physmap.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=C0617E3DA003611B643659C055F2CC791C07AA5A3BE4C273681E40D8E8EC37D2; mtime=2026-06-12T04:42:11.7807248Z; size=147","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\routing.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9855DD97B7EABC3190A32C17A33227356824D4BBFE46E0DE1200AD04375CCA0F; mtime=2026-06-12T04:42:11.7807248Z; size=21765","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\routing.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=FC22F81C17277C637EC4A42BDE415155E59EC0CF5BD5A8BFC3674A70A85418C6; mtime=2026-06-12T04:42:11.7807248Z; size=147","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A9F25AEC51265DD4A73A1DB6EB87A1D07AF9216AA7BA2060BCE7E7F561158890; mtime=2026-06-12T04:42:11.7652133Z; size=141","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9C0D309E5DBC6D16A88639DF9036ECDC83E9A72DBD4F95B818D0457B5593691C; mtime=2026-06-12T04:42:11.7652133Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\final\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=591B860989A93DC19E7729ED23F2A7521467A1A39CB7A42F27158716056F72B1; mtime=2026-06-12T04:42:11.7495143Z; size=379","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\mifs.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9A92C7D6868A7B00A43F1A47ECD7159238EB303B0AE396D075AA115C92685727; mtime=2026-06-12T04:41:09.7648257Z; size=112","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\mifs\.hidden",".hidden","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:41:09.7648257Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=0E5A679778B51799E85EEED170F7349D20F9342541E3EFFC6434A68FBF85E527; mtime=2026-06-12T04:41:09.7807232Z; size=7851","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=1B4C0819A00905013726C18ADFDEEF3BFC7A955F7438A50C4072DC01B3F7408A; mtime=2026-06-12T04:41:09.7807232Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A9F25AEC51265DD4A73A1DB6EB87A1D07AF9216AA7BA2060BCE7E7F561158890; mtime=2026-06-12T04:41:09.7807232Z; size=141","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9C0D309E5DBC6D16A88639DF9036ECDC83E9A72DBD4F95B818D0457B5593691C; mtime=2026-06-12T04:41:09.7807232Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\sgate_netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=7129557D9B0A39F0F0800B3828136F6973D20CE67EC1A407615B63FDCCE2C4EC; mtime=2026-06-12T04:41:09.7962505Z; size=145","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\sgate_netlist.sgate.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=5753656F987ABBFAC6982F8395DBC7DE07774BBAF1AB1FEAC8432C87C08F32AF; mtime=2026-06-12T04:41:09.7807232Z; size=11892","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\partitioned\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F69C725B15725DCF378FD02E47D2D95F6BDCE9D78ABE28BE92BBD0BCBD11A5BB; mtime=2026-06-12T04:41:09.7648257Z; size=332","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=63C9489DAFDEFCA05CD70BFAF1293EBB9A1B546ABB8E92FC1FBF1E23C84200C5; mtime=2026-06-12T04:41:47.0621288Z; size=724572","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D954A9BEA2ED6F7A2F1067DAE11B53C7E94A7E8D0F60749495FCF66C915C2F2B; mtime=2026-06-12T04:41:46.9679787Z; size=715749","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=01B4E56614B5433FC69605D95377E16596750042F09BE45AD63287E3470F304C; mtime=2026-06-12T04:41:47.1712674Z; size=724625","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6F86E2F18581EF3A56241CBD6EA4F21468F4A0AD38DA9BDC68B97CE868D39A0F; mtime=2026-06-12T04:41:47.0774014Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:41:46.9990381Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F8EAEDB175AD33A2A348BA5D5767A6BBCE4462CD9FDECCAAFFA795D261BD3F1F; mtime=2026-06-12T04:41:47.1869320Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\planned\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=01B4E56614B5433FC69605D95377E16596750042F09BE45AD63287E3470F304C; mtime=2026-06-12T04:41:26.1089002Z; size=724625","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\planned\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F8EAEDB175AD33A2A348BA5D5767A6BBCE4462CD9FDECCAAFFA795D261BD3F1F; mtime=2026-06-12T04:41:26.1245349Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A98F2E99FFF0E92BCFEE0A62B9DE20A029300BDB45E685C7054EA2FBCC2986F5; mtime=2026-06-12T04:42:01.1228507Z; size=724604","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D954A9BEA2ED6F7A2F1067DAE11B53C7E94A7E8D0F60749495FCF66C915C2F2B; mtime=2026-06-12T04:41:48.5131428Z; size=715749","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=17D3A527774F10E8E73AD24B05461EEE4BA98F3E295A5033CACDDFDF7333A267; mtime=2026-06-12T04:42:01.1838465Z; size=725885","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=04763B08327D5ADDBD7EEBD5FBEDDA3EACB7E684062E363FB7D17DA269035F99; mtime=2026-06-12T04:42:01.1348599Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:41:48.5098622Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=66E5F0940B8F374FF65BF5B245E09F975C5CC0CD0BBCFCE15970B326B7DE81A5; mtime=2026-06-12T04:42:01.2128019Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\dynrconf.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=362C6FF37C00EE0EEB3A866848124741F1DD6C917D0FC1509A0E9DB22AFE7B68; mtime=2026-06-12T04:41:12.0772667Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\dynrconf.src",".src","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=BB4A493700C6E3C2F83B071664DE7B7A4CB18EA40F1D618811A77347A233A380; mtime=2026-06-12T04:41:12.0616675Z; size=41","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=64573175DF0F37DAE6929C73592FFC7E8AC8635D2D3BACB75F23048EB2297FA6; mtime=2026-06-12T04:41:12.0616675Z; size=9595","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=CC414F1EBAA306A741828815543307C8962A2158F2F3F06D34AA6A78E3D24553; mtime=2026-06-12T04:41:12.0616675Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\netlist.atom.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6D2B794813220449A34A8D75A9AD8B608D6746873B5E7EE7469AC8C0003E8584; mtime=2026-06-12T04:41:12.0772667Z; size=9206","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=7E483AB3DCE01BA73A9EF1EA874675B20184FC69612E559C34A9DA1D17DD340C; mtime=2026-06-12T04:41:12.0772667Z; size=144","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A9F25AEC51265DD4A73A1DB6EB87A1D07AF9216AA7BA2060BCE7E7F561158890; mtime=2026-06-12T04:41:12.0616675Z; size=141","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9C0D309E5DBC6D16A88639DF9036ECDC83E9A72DBD4F95B818D0457B5593691C; mtime=2026-06-12T04:41:12.0772667Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\qdb\_compiler\top_b\root_partition\26.1.0\synthesized\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6291F43A95EDA7C211A2083EB168DA2D4A715EA6B543E079D8434A2614BB4E92; mtime=2026-06-12T04:41:12.0616675Z; size=384","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project_b\tmp-clearbox\top_b\12076\altsyncram_5mtb1.tdf",".tdf","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=CB269A0A216D12164EDC0FCF9F2692F0594A99395563EA84831B99F8114C590B; mtime=2026-06-12T04:41:11.2962993Z; size=13688","TRN-1;TRN-2;TRN-3;RPT-2"
